id,regisseur
13051,John Moore
13515,Alexandre Aja
7461,Pete Travis
10358,Kevin Smith
11665,Peter Segal
15373,David Wain
13486,Russell Mulcahy
11499,Ron Howard
11887,Kenny Ortega
8055,Stephen Daldry
9381,Mathieu Kassovitz
19173,Christian Molina
8321,Martin McDonagh
3580,Clint Eastwood
8204,Mark Waters
13335,Jon Hurwitz
13401,Griffin Dunne
13971,Nick Moore
13012,Ric Roman Waugh
15854,Raman Hui
1266,David Ayer
12182,Peter Sollett
12193,Seth Gordon
15157,Damon Santostefano
13001,Robert C. Cooper
12620,Fred Wolf
13042,Doug Sweetland
12180,Dave Filoni
12177,Marco Schnabel
7459,Lana Wachowski
5038,Woody Allen
12222,Jimmy Hayward
12783,Saul Dibb
10503,Mike Leigh
1729,Rob Minkoff
8881,Steven Soderbergh
13413,Angus MacLane
6687,Brad Anderson
13291,Jeffrey Nachmanoff
10661,Dennis Dugan
13813,Edward Zwick
21583,Stephen Belber
8090,Gregory Hoblit
21861,Lisa Azuelos
10665,Bryan Bertino
12914,Martin Wood
10139,Gus Van Sant
10529,Howard McCain
8836,Chris Carter
14359,John Patrick Shanley
14976,Jonathan Demme
14447,Nick Park
13600,Gil Kenan
10761,Paul Weiland
12184,Justin Chadwick
13825,John Glenn
13018,Marcel Langenegger
13809,Guy Ritchie
9030,David Moreau
11671,Isabel Coixet
13184,Oxide Pang Chun
7278,Jason Friedberg
8988,Kimberly Peirce
8457,Steven Brill
4960,Charlie Kaufman
14197,Yann Samuell
8338,Fernando Meirelles
8285,Frank Miller
14349,William Maher
13510,James Watkins
17436,Gregor Jordan
8645,M. Night Shyamalan
13460,Neil Marshall
16763,Louis Morneau
18533,Nicolas Winding Refn
8885,Ari Folman
13752,Joachim Rønning
4564,Michael Patrick King
10186,Peter Cattaneo
10199,Robert Stevenhagen
13009,Jay Lee
25741,Michael Henger
11918,Craig Mazin
12837,Gina Prince-Bythewood
14098,Eric Red
17606,Richard Eyre
14405,Raja Gosnell
12165,Guillermo Arriaga
4148,Sam Mendes
4953,Michel Gondry
13090,Christine Jeffs
12889,Peter Avanzino
14305,Mikael Salomon
11152,Carter Smith
13655,Matthew Diamond
12797,David Koepp
10360,Steve McQueen
17622,Kari Skogland
13190,Chuck Patton
16353,Tony Jaa
12178,Bharat Nalluri
13150,Gavin O'Connor
13220,Toby Wilkins
8780,Michael McCullers
13541,Vadim Jean
13991,Deb Hagan
33409,Cyrus Nowrasteh
7353,Dennis Lee
12568,Julian Jarrold
10885,Masayuki Ochiai
13493,Roger Kumble
21755,Rian Johnson
11260,Brian Robbins
14154,Stuart Gillard
13812,John Erick Dowdle
12912,Marcos Siega
14011,Dave Bullock
12192,Marc Schölermann
6933,Eric Valette
23966,Marcel Sarmiento
12689,Gurinder Chadha
10190,Alan Ball
14851,Rupert Wyatt
22419,Gregory Mackenzie
12085,Callie Khouri
13004,Gino Nichele
19929,Jens Hoffmann
13690,Matthew O'Callaghan
13849,Paul Andrew Williams
13851,Yasuhiro Aoki
10362,James Gray
13944,Rodrigo García
14325,Gary Fleder
14220,Fred Wolf
10900,Jennifer Chambers Lynch
13972,Diane English
17108,Chu Yen-ping
15671,Stephen Herek
16164,John Madden
13506,Andrey Kravchuk
14326,George C. Wolfe
13160,Jeff Lowell
11802,Kirk De Micco
13172,Steve Conrad
13279,Neil LaBute
10183,Courtney Hunt
14655,Malcolm D. Lee
25329,Yam Laranas
14422,Craig Lucas
13613,Steve Miner
15262,Gary Jones
15208,Juraj Jakubisko
14212,Joel Soisson
12245,Álex de la Iglesia
14613,Jay Oliva
14215,David Denneen
14073,Ashutosh Gowariker
8617,Nelson McCormick
7916,Uwe Boll
14476,Neil Thompson
13973,Clark Gregg
16350,Fabrice Du Welz
13990,Jonathan Levine
8944,Barry Levinson
13300,Larry Bishop
15801,Brian Goodman
14728,Jonathan Frakes
14556,Fred Cavayé
8884,Gerald McMorrow
63287,Lori Petty
14423,David E. Talbert
1782,Gilles Bourdos
14299,Darnell Martin
33821,Alberto Sironi
18176,Brett Simon
13805,Jason Friedberg
14048,James Marsh
14771,Mike Maguire
12412,Spike Lee
20036,Catherine Cyran
18570,Robert Kenner
24411,Isaac Florentine
54102,Susanna White
13803,John Simpson
13596,Howard Deutch
8279,Cédric Klapisch
16342,Tom Shankland
16179,John Suits
10185,Ryûhei Kitamura
14353,Darren Lynn Bousman
13256,Simon Hunter
14878,Daniel Myrick
14538,Daniel Lee
14863,Don E. FauntLeRoy
31216,Shamim Sarif
18616,Dave Payne
13007,Larry Charles
10187,Joshua Michael Stern
13793,Baillie Walsh
9022,Jonathan Levine
13094,Gregg Bishop
16056,Rowan Woods
14914,Marc Abraham
23963,Bruce McDonald
60086,Jonas Barnes
13107,Mark Pellington
20268,Bruno Barreto
8266,Jean-Paul Salomé
14940,Matt Aselton
10523,Oliver Stone
14061,John Maybury
15741,Agnès Merlet
14438,Alex Kendrick
14244,Marty Callner
12890,Noam Murro
16061,Yoshihiro Nishimura
8282,Olivier Assayas
8669,Jon Poll
14539,Ching Siu-Tung
13956,Ben Stassen
12400,David Mamet
8929,Jean-Stéphane Sauvaire
10488,Jennifer Flackett
10289,François Desagnat
14248,Anthony Leondis
14643,Christian Duguay
19422,Dan Zeff
13058,Noel Clarke
13260,Kent Alterman
16409,Joel Hopkins
13092,Robert B. Weide
14833,Robby Henson
16611,Rigoberto Castañeda
21910,Jeremiah Kipp
4627,Marco Kreuzpaintner
16564,Martin Koolhoven
55281,Tibor Takács
15749,Susan Montford
8942,Kelly Reichardt
3511,Sean Ellis
14255,Joel Soisson
8281,Samuel Benchetrit
15342,Anne Fontaine
13490,Malcolm D. Lee
22152,Derick Martini
14541,Michael Simon
14145,Pete Riski
15088,Stuart Gillard
14054,David Gordon Green
8359,Patricia Rozema
22371,Lev L. Spiro
168643,Duane Clark
13692,Austin Chick
31299,Paul Morrison
19311,Tatia Rosenthal
19237,Chris Moore
15511,Mike Nawrocki
29751,Steven Smith
15126,Bouli Lanners
8926,Antonio Campos
22600,Ralph Ziman
13996,Randall Miller
15465,Michel Delgado
14452,Jeff King
14859,Todd Kessler
15531,Gil Junger
16867,Damian Harris
16919,Sam Dunn
15991,Frank Henenlotter
7351,Erick Zonca
12179,Morgan Spurlock
15011,Paddy Breathnach
16277,Jean-Paul Lilienfeld
16279,Sean McGinly
8747,Elissa Down
20382,Jared Drake
43727,Dan Ireland
7944,Martin Scorsese
317190,Andy Goddard
20764,Alex Rivera
26018,James Colquhoun
12683,Michael Roesch
22556,Udayan Prasad
140656,Andy Muschietti
8899,Jean-Pierre Dardenne
19222,William Malone
15942,Olivier Van Hoofstadt
13636,Chris Bell
23190,David de Vries
13797,John Gulager
32579,Patricia Riggen
34482,Michael Lembeck
15584,Kurt Kuenne
23174,Josef Rusnak
16999,Pitof
20034,Mark Tonderai
11115,Gil Cates Jr.
19116,David R. Ellis
14847,Eric Styles
19197,Steven Sheil
15705,Sharon Maguire
30969,Louis C.K.
14758,Marianna Palka
19375,Tom Gustafson
16194,Mark Hartley
18094,Sacha Gervasi
37432,Tom McLoughlin
13359,Nathan Frankowski
8064,Özgür Yildirim
14298,Shane Meadows
20113,Mikael Salomon
27374,Joel Anderson
13643,Rocco Urbisci
27258,Christopher Denham
14582,Paul Gross
18635,Michael McGowan
17358,Mauro Lima
70027,Denny Tedesco
19079,Daniel Barnz
27621,Paul Hoen
13676,Peggy Holmes
15125,Marc Caro
33295,Kristopher Belman
253353,Bruce Hendricks
19713,Oliver Irving
1771,Joe Johnston
64690,Nicolas Winding Refn
12445,David Yates
1865,Rob Marshall
61791,Rupert Wyatt
10195,Kenneth Branagh
49530,Andrew Niccol
47327,Patrick Lussier
27582,Simon West
45612,Duncan Jones
56292,Brad Bird
50646,Glenn Ficarra
65754,David Fincher
51876,Neil Burger
49444,Jennifer Yuh
50546,Dennis Dugan
51540,Seth Gordon
39254,Shawn Levy
50544,Will Gluck
52449,Jake Kasdan
58574,Guy Ritchie
49013,John Lasseter
44912,Martin Campbell
45243,Todd Phillips
41630,Ivan Reitman
17578,Steven Spielberg
55721,Paul Feig
48988,Bobby Farrelly
37686,J.J. Abrams
23629,Zack Snyder
49730,Catherine Hardwicke
50619,Bill Condon
76025,Steve McQueen
58224,Mark Waters
8967,Terrence Malick
46529,D.J. Caruso
46195,Carlos Saldanha
74643,Michel Hazanavicius
38317,Frank Coraci
49849,Jon Favreau
86130,Bradley Raymond
57212,Steven Spielberg
40807,Jonathan Levine
44896,Gore Verbinski
49520,David Dobkin
44826,Martin Scorsese
50348,Brad Furman
71676,Mark Neveldine
51828,Lone Scherfig
49021,Gary McKendry
48171,Mikael Håfström
51162,Stephen Anderson
52451,Paul W.S. Anderson
73358,David Hare
58232,Phil Traill
71672,Declan O'Brien
59436,Woody Allen
38321,Scott Stewart
51052,Sarah Smith
57157,Jason Reitman
59440,Gavin O'Connor
59965,John Singleton
48138,Jaume Collet-Serra
38050,George Nolfi
37958,Tarsem Singh
60420,Drake Doremus
59861,Tom Hanks
39513,Greg Mottola
75736,Aaron Harvey
69798,Ben Palmer
62835,Olivier Megaton
44943,Jonathan Liebesman
55779,Steven Quale
45610,Marc Forster
71880,Dennis Dugan
63492,Mark Mylod
23047,Dominic Sena
75900,Simon Curtis
71670,Scott Spiegel
74465,Cameron Crowe
58547,Jamie Linden
71469,Chris Gorak
50014,Tate Taylor
75174,Joe Carnahan
60308,Bennett Miller
71859,Lynne Ramsay
49950,Christian E. Christiansen
417859,Chris Miller
49517,Tomas Alfredson
40805,Michel Gondry
49022,Luke Greenfield
37430,Marcus Nispel
74018,Damon Santostefano
58233,Oliver Parker
39538,Steven Soderbergh
91417,Tom Owens
73937,David Frankel
38117,Daniel Barnz
55465,Todd Strauss-Schulson
60935,Matthijs van Heijningen Jr.
59108,Brett Ratner
62838,Garry Marshall
38319,David Gordon Green
56590,Sam Liu
89708,Ron Fricke
63710,Bille Woodruff
50357,Gonzalo López-Gallego
58151,Craig Gillespie
65759,George Miller
41446,Wes Craven
50321,Simon Wells
59678,Joe Cornish
60307,David Bowers
64685,Stephen Daldry
59197,Mark Atkins
50780,Jodie Foster
64639,Rod Lurie
74534,John Madden
41513,Raja Gosnell
51999,David Mackenzie
50456,Joe Wright
70670,Morten Tyldum
85435,Stephan Elliott
64586,Julia Leigh
49020,Richard Ayoade
62046,Rob Minkoff
50839,J.C. Chandor
45772,Kelly Asbury
55846,Elliott Lester
52067,Miguel Arteta
65057,Alexander Payne
50359,Tim Hill
23514,Bruce Robinson
68684,Joseph Kahn
67913,John Michael McDonagh
59968,Jesse Peretz
63493,Matthew Chapman
68817,Craig Brewer
45156,Nicole Kassell
70578,Joel Schumacher
72113,Roman Polanski
55420,Mike Cahill
10316,George Clooney
38356,Michael Bay
72571,Henry Joost
63207,Juan Carlos Fresnadillo
44564,Ron Howard
50725,Michael Dowse
75802,Tanya Wexler
83899,Adam Wingard
81390,Julian Gilbey
64328,James Bobin
56288,Robert Rodriguez
44945,David Schwimmer
69778,Alex Gregory
38684,Cary Fukunaga
74998,Roger Donaldson
49012,Jason Winer
72391,Michael Damian
65851,Jeff Tremaine
49494,Kevin Macdonald
57431,David Gordon Green
63310,Michaël R. Roskam
91550,Geoffrey Fletcher
80591,Madonna
83564,Enrico Casarosa
79697,Jim Field Smith
51248,Darren Lynn Bousman
81250,Jeffrey Hornaday
58428,Ti West
47760,Gus Van Sant
79113,Michael Damian
101173,Ralph Fiennes
88794,Clint Eastwood
48340,Alister Grierson
70868,Douglas McGrath
48231,David Cronenberg
43959,Sean McNamara
62206,Ruben Fleischer
77949,Nick Murphy 
57089,Mike Disa
74308,Tony Kaye
72912,John Bonito
69735,Sam Liu
58443,Mike Elliott
94363,Derick Martini
50601,Renny Harlin
71677,Ernie Barbarash
55787,Francis Lawrence
69668,Jim Sheridan
55720,Chris Weitz
59296,Dermot Mulroney
75622,Oren Moverman
50837,Sean Durkin
64720,Jeff Nichols
51588,Joe Nussbaum
76543,Paddy Considine
67748,Justin Kurzel
57276,Wim Wenders
145316,Rob Gibbs
74626,Kjell Sundvall
72213,Alex Kendrick
86812,Zal Batmanglij
74523,Alex Ranarivelo
78080,John Putch
73567,William Friedkin
82424,Angus MacLane
73362,Kurt Mattila
38322,John Whitesell
50698,Stuart Ortiz
70584,Víctor García
65291,Chris Berkeley
50217,Angel Gracia
74726,Alejandro Brugués
62837,Charles Martin Smith
60405,Michael Lembeck
51481,Melanie Mayron
81025,Lasse Hallström
55292,Benny Chan
65599,Lucky McKee
51497,Justin Lin
71208,J.T. Tepnapa
79777,Angelina Jolie
71689,Dan Povenmire
73588,Matthew Parkhill
85449,Julie Delpy
57119,Salim Akil
65218,Patricia Riggen
92182,Chris Kentis
51209,Jonathan Hensleigh
65034,Curtis Hanson
9364,Andrea Arnold
70196,Matthew Hope
57586,Keith Scholey
84355,Lynn Shelton
93394,Stig Svendsen
59860,Thomas Bezucha
55725,Tom McCarthy
63749,Griff Furst
70587,Robert Vince
50671,Antti Jokinen
44754,Kenneth Lonergan
68818,Mateo Gil
54093,Nick Hamm
73499,Michael Brandt
103516,Alan Brown
76122,Leythum
46221,Carlo Ledesma
91070,Kat Coiro
51993,Azazel Jacobs
71688,Phyllida Lloyd
84226,Douglas Aarniokoski
48572,Kevin Smith
76535,Leythum
62630,Lee Tamahori
78381,Francis Ford Coppola
74306,Bobcat Goldthwait
79931,Paul Dugdale
86820,Abel Ferrara
38543,Jonathan English
56401,Jim Kohlberg
80038,Jennifer Westfeldt
64288,Lee Fulkerson
65055,David R. Ellis
73108,Gil Junger
62441,James Strong
49010,Jason Eisener
51017,Tyler Perry
40161,Sheree Folkson
75074,Don Handfield
68450,Curt Morgan
56780,Paul Johansson
91549,Mary Harron
77879,Michael Pavone
70577,Julien Magnat
53487,Paolo Sorrentino
77887,Gary Rydstrom
66125,Kriv Stenders
57812,Jason Connery
82501,Paweł Pawlikowski
75595,Elgin James
64622,Antoine Thomas
76815,Jose Montesinos
76115,Nick Morris
79379,Steve Hickner
72174,Jason Bourque
97795,Carles Torrens
73873,Rodrigo García
79628,Richard De Aragues
54271,Tony Krantz
72477,Ami Canaan Mann
73686,Agnieszka Holland
86593,Dexter Fletcher
60302,K. Asher Levin
57353,John Stockwell
59006,Sebastian Gutierrez
76420,Lauren Montgomery
75720,Michael Gunton
63139,Mario Van Peebles
64678,Gavin Wiesen
58882,Wayne Wang
81332,John Stimpson
74777,Mike Flanagan
63513,Laurieann Gibson
54320,William Eubank
77878,Luc Besson
73818,Aaron Woodley
93188,Christophe Honoré
54662,Miranda July
70821,Charles Binamé
66164,Sean Hogan
84427,Bertrand Bonello
67911,Tom Brady
51995,George Ratliff
79120,Andrew Haigh
61537,Jeffrey Donovan
74725,Ben Wheatley
54293,Peter Joseph
99494,Agnès Merlet
60803,Sean McNamara
54518,Jon M. Chu
69278,Nicolás Goldbart
30618,Guy Moshe
168210,Mick Garris
73958,Chris Holt
50081,David Lickley
82914,Mark Neale
92395,Howie Askins
81167,Robert B. Weide
73562,Valérie Donzelli
70703,William Shatner
105945,Sam Fischer	
137145,Levan Bakhia
58699,Evan Glodell
82532,Mark Duplass
76346,Stevie Wermers
38541,Xavier Gens
76360,Arthur Bradford
80530,Paul A. Kaufman
51994,Terence Davies
74945,Christophe Barratier
59726,David Keating
61348,Darnell Martin
66150,Kevin Macdonald
49538,Matthew Vaughn
60164,Evan Oppenheimer
31880,J.B. Rogers
60170,Geoffrey Sax
51996,Jill Sprecher
79771,Adam Green
79040,Reinout Oerlemans
81440,Arlene Sanford
54075,Marcus Graves
80767,David Gelb
82932,Tom Shadyac
89008,Julian Farino
83896,Mark Atkins
83727,Buddy Giovinazzo
82743,Alex Chandon
414419,Quentin Tarantino
53776,Gérald Hustache-Mathieu
67675,Kevin Tancharoen
64854,Antonio Negret
56906,Brett Simmons
55723,Robert Hall
63686,Sam Liu
56913,Damian Lee
77067,Brett Pierce
89874,Bess Kargman
81330,Craig Pryce
53101,Steven Kostanski
70386,Paul Campion
89326,Aimee Lagos
81185,Geoff Meed
58492,Morgan Spurlock
80337,Paul Mariano
202241,Todd Haynes
64853,Adam Gierasch
91690,Robert Guédiguian
84154,Shannon Hartman
74510,Leslie Small
145312,Jason Priestley
83540,Carol Morley
121,Peter Jackson
672,Chris Columbus
425,Chris Wedge
2501,Doug Liman
1576,Paul W.S. Anderson
557,Sam Raimi
1894,George Lucas
640,Steven Spielberg
608,Barry Sonnenfeld
423,Roman Polanski
180,Steven Spielberg
11544,Dean DeBlois
4108,Louis Leterrier
7451,Rob Cohen
9016,Ron Clements
170,Danny Boyle
7303,Wayne Wang
36586,Guillermo del Toro
3131,Martin Scorsese
4547,David Fincher
10996,Rob Minkoff
11452,Walt Becker
65,Curtis Hanson
2022,Steven Brill
455,Gurinder Chadha
14128,John Kafka
2642,Marc Lawrence
2675,M. Night Shyamalan
565,Gore Verbinski
12536,Rod Daniel
10229,Adam Shankman
8346,Joel Zwick
245,Chris Weitz
12448,Bradley Raymond
9884,Andrew Davis
1817,Joel Schumacher
201,Stuart Baird
7299,Kurt Wimmer
9962,Miguel Arteta
590,Stephen Daldry
4147,Sam Mendes
818,Jay Roach
9021,Michael Lembeck
320,Christopher Nolan
9645,Steve Beck
9637,Raja Gosnell
10771,Kevin Donovan
9023,Kelly Asbury
10375,Jim Gillespie
11013,Steven Shainberg
9334,Chuck Russell
8427,Betty Thomas
1430,Michael Moore
1429,Spike Lee
7090,Larry Clark
13683,Victor Cook
4614,Phil Alden Robinson
1613,Ronny Yu
10590,Randall Wallace
9012,Jeff Tremaine
11852,Tom Brady
1360,Julie Taymor
11892,Barbet Schroeder
2757,Spike Jonze
11529,Andy Tennant
10611,Tim Story
4911,Ron Shelton
2135,Simon Wells
15070,Walter Hill
11812,Roger Kumble
9027,Daisy von Scherler Mayer
12100,John Woo
8470,Nick Cassavetes
2752,Michael Lehmann
2251,Adrian Lyne
1537,Roger Michell
8051,Paul Thomas Anderson
8665,Kathryn Bigelow
8869,Ellory Elkayem
437,Andrzej Sekula
11979,Michael Rymer
9488,Robert Rodriguez
1957,Michael Apted
10426,Marcus Raboy
16690,Robin Budd
20009,Dewey Nicks
6020,Wallace Wolodarsky
20312,Bob Gale
1574,Rob Marshall
9357,Mark Romanek
9280,Brian De Palma
13376,Seth Kearsley
13536,Michael Caton-Jones
9298,Mark Mylod
11056,Jaume Balagueró
6278,Rob Bowman
5851,Tom Dey
9296,Andrew Niccol
11560,Carl Franklin
10592,Gregory Hoblit
2755,Alexander Payne
9266,John Stockwell
9573,Clint Eastwood
2103,Steven Soderbergh
9034,Bob Dolman
9093,Shekhar Kapur
8198,Phillip Noyce
8094,Peter Mullan
10985,Ed Decter
2637,Mark Pellington
11888,Brian Levant
10712,Todd Haynes
14635,John Lee Hancock
3132,Joel Schumacher
14245,Craig R. Baxley
4912,George Clooney
1809,Roger Avary
16077,Marc Evans
11246,Rick Bota
14365,Chen Kaige
10550,Wych Kaosayananda
9932,Harold Ramis
9039,Luis Mandoki
17774,Bob Misiorowski
9689,Woody Allen
12079,Jonas Åkerlund
15028,Jonathan Frakes
11442,Rick Rosenthal
11468,D.J. Caruso
11880,Neil Marshall
2017,Bob Rafelson
11870,Shawn Levy
11362,Kevin Reynolds
11022,Joe Carnahan
18221,Toni Myers
11535,John McTiernan
16028,Robert Harmon
8460,Joe Chappelle
9583,Callie Khouri
13435,Denzel Washington
14874,Jeffrey Porter
2750,Michael Winterbottom
14008,Larry Shaw
9685,Burr Steers
2165,Kari Skogland
12779,Guy Ritchie
9555,Phillip Noyce
9557,Mort Nathan
10994,Peter Kosminsky
10894,Lucky McKee
17130,Tamra Davis
11692,Ron Underwood
15992,Stephen Gaghan
10575,Tom Tykwer
19792,Robert Iscove
27259,Marcus Adams
9613,David Cronenberg
12576,Michael J. Bassett
9533,Brett Ratner
13819,Lisa Cholodenko
12771,Reginald Hudlin
4107,Paul Greengrass
14787,James T. Walker
10052,Tom Shadyac
13830,Cess Silvera
13497,Charles Stone III
9026,Oliver Parker
21972,John Schultz
1956,Gus Van Sant
14980,Craig R. Baxley
16857,Peter Care
7342,David Carson
10167,Don Michael Paul
9260,Anthony Russo
3472,Stephen Frears
47354,Richard J. Lewis
9045,Costa-Gavras
13440,Jonathan Demme
11857,Jake Kasdan
14923,Troy Miller
13950,Kevin Bray
13437,Martyn Burke
9544,William Malone
21518,Robert Vince
14317,Cathy Malkasian
14112,Paul Schrader
13163,Walt Becker
9707,Don Coscarelli
35696,Jesse Vaughan
15186,Steven Soderbergh
16261,Frank Longo
9275,Danny DeVito
2185,Barry Sonnenfeld
10726,Morgan J. Freeman
11891,Steve Oedekerk
18808,James Cox
20616,John Polson
23132,Si-myung Lee
12277,Malcolm D. Lee
29229,Bill Corcoran
12590,David Twohy
34081,Matthew Bright
12577,Gérard Pirès
21189,Keith Fulton
18602,Lynne Ramsay
13560,Menno Meyjes
8439,José Padilha
13441,Dylan Kidd
54580,Fernando León de Aranoa
16876,Guy Ferland
10605,Tommy Lee Wallace
12770,Bruce McCulloch
18419,Fabien Onteniente
10918,Nick Hurran
51452,Adam Curtis
13908,Perry Andelin Blake
1376,Ken Loach
13201,Scott Kalvert
29047,Nanette Burstein
680,Quentin Tarantino
278,Frank Darabont
13,Robert Zemeckis
8587,Roger Allers
1637,Jan de Bont
8467,Peter Farrelly
36593,Peter Segal
628,Neil Jordan
15969,Toby Shelton
36955,James Cameron
854,Chuck Russell
9359,Richard Donner
2164,Roland Emmerich
9331,Phillip Noyce
241,Oliver Stone
2292,Kevin Smith
306,John Landis
11395,John Pasquin
4476,Edward Zwick
178,Stephen Hopkins
712,Mike Newell
13519,Mick Garris
11164,Sam Weisman
10731,Joel Schumacher
9495,Alex Proyas
11011,Donald Petrie
888,Brian Levant
10510,Les Mayfield
193,David Carson
3049,Tom Shadyac
10660,Andrew Bergman
11546,Alan Metter
8984,Barry Levinson
6280,Ivan Reitman
11596,Wes Craven
8850,Russell Mulcahy
1024,Peter Jackson
22586,Richard Rich
15139,Pixote Hunt
11231,Christopher Cain
13595,Michael Lehmann
15997,Roy Allen Smith
2124,Richard Rush
522,Tim Burton
8831,Peter Hyams
12160,Lawrence Kasdan
9058,Norman Jewison
10531,Roman Polanski
2759,Stephan Elliott
11450,Robert Redford
9057,Deran Sarafian
9905,Danny Boyle
236,P.J. Hogan
11667,Steven E. de Souza
2636,Luis Llosa
18674,Corey Yuen Kwai
28032,Don Bluth
8011,Andrew Morahan
9624,Steven Seagal
24405,Dennis Hopper
22059,Oley Sassone
14522,Caroline Thompson
3036,Kenneth Branagh
11858,Penny Marshall
26352,Keenen Ivory Wayans
27793,Peter MacDonald
3586,Robert Altman
10694,Adam Rifkin
11934,Joel Coen
2788,Ben Stiller
527,Lee Tamahori
11382,Woody Allen
35614,Don Bluth
6472,Hugh Wilson
9587,Gillian Armstrong
24795,William Dear
2087,Roger Donaldson
23333,Alan Rudolph
10395,Mike Nichols
30157,Hal Hartley
11318,Nicholas Hytner
19092,Jeff Pollack
4954,John Badham
20156,Atom Egoyan
20726,Duwayne Dunham
24070,Nora Ephron
26203,Michael Apted
11777,Fred Schepisi
48787,Anthony Waller
10447,Martin Campbell
8986,Richard Benjamin
1945,Michael Apted
16139,Don Coscarelli
12778,Jonathan Lynn
14275,Steve James
10464,Jessie Nelson
12475,"Daniel Petrie, Jr."
2436,James Yukich
12280,Ron Howard
13815,Boaz Yakin
10467,Alan Parker
19176,Gregg Champion
29918,Daniel Petrie
19155,Milčo Mančevski
10872,Ted Demme
11067,David S. Ward
1702,Stephen Norrington
10486,Steve Miner
31586,Rob Reiner
20306,George Huang
46094,Paul Michael Glaser
15097,Alain Berbérian
18395,Garry Marshall
11593,Robert Benton
23719,George Gallo
17809,Gordon Chan
19819,William Friedkin
26682,Robert Rodriguez
11310,Paul Weiland
34746,Allan A. Goldstein
22317,Simon Wincer
13701,Bernard Rose
1909,Jeremy Leven
11853,Jonathan Kaplan
10879,Charles Shyer
22137,Lars von Trier
10897,Penelope Spheeris
18009,Rodman Flender
17600,David O. Russell
29444,Jefery Levy
11212,Patrick Read Johnson
16780,Kim Henkel
11317,Howard Zieff
17585,Ernest R. Dickerson
17745,Jonathan Prince
8987,Curtis Hanson
46717,Mark Rydell
26261,Michael Ritchie
11592,John Waters
16297,Alek Keshishian
18885,Charles T. Kanganis
10635,Andrew Fleming
25284,John Dahl
41582,Franco Amurri
19855,Jon Avnet
18069,John G. Avildsen
20678,Mike Binder
35233,Michael Ritchie
39466,Kensho Yamashita
34152,Spike Lee
12635,Iain Softley
26564,Terry Zwigoff
10448,Kevin Reynolds
37404,Bill L. Norton
18837,Shoji Kawamori
38940,Perry Lang
14237,John Flynn
75834,Bill L. Norton
36614,Kevin Dowling
25645,Yuen Woo-Ping
75826,Harley Cokeliss
10449,Luis Mandoki
30114,Peter Markle
70811,Josh Becker
24428,Joss Whedon
52520,Måns Mårlind
49026,Christopher Nolan
68718,Quentin Tarantino
37724,Sam Mendes
49040,Tony Gilroy
49051,Peter Jackson
70981,Ridley Scott
82693,David O. Russell
1930,Marc Webb
62177,Mark Andrews
58595,Rupert Sanders
64688,Phil Lord
87827,Ang Lee
57800,Steve Martino
72105,Seth MacFarlane
75780,Christopher McQuarrie
80278,Juan Antonio Bayona
82690,Rich Moore
114150,Jason Moore
41154,Barry Sonnenfeld
70160,Gary Ross
64635,Len Wiseman
83542,Lilly Wachowski
76163,Simon West
82675,Olivier Megaton
62213,Tim Burton
84892,Stephen Chbosky
68734,Ben Affleck
71552,Jon Hurwitz
77930,Steven Soderbergh
22970,Drew Goddard
81188,Peter Ramsey
72570,Michael Sucsy
72545,Brad Peyton
82390,Lee Daniels
72387,Boaz Yakin
72331,Timur Bekmambetov
123025,Jay Oliva
73723,Chris Renaud
83666,Wes Anderson
114478,Shinji Aramaki
49049,Pete Travis
44833,Peter Berg
80271,Lisa Azuelos
75258,Roberts Gannaway
59962,McG
82695,Tom Hooper
62764,Tarsem Singh
49529,Andrew Stanton
59967,Rian Johnson
50620,Bill Condon
97630,Kathryn Bigelow
70435,Steven Soderbergh
57165,Jonathan Liebesman
85446,Scott Speer
76726,Josh Trank
75674,Mike McCoy
76492,Genndy Tartakovsky
82507,Scott Derrickson
87826,Frank Coraci
77016,David Ayer
96724,Joe Wright
72976,Steven Spielberg
76494,Kirk Jones
76493,Larry Charles
10679,Timo Vuorensola
77877,Scott Hicks
57214,Nima Nourizadeh
77866,Baltasar Kormákur
111969,Josh Boone
80321,Eric Darnell
140420,John Kahrs
82633,John Hillcoat
79548,Heitor Dhalia
70436,James McTeigue
80585,Adam Shankman
127493,Simon West
97434,Michael Hoffman
82684,Curtis Hanson
80035,Akiva Schaffer
72197,Peter Lord
68722,Paul Thomas Anderson
136911,Morgan O'Neill
72207,Nicholas Stoller
89492,Judd Apatow
81796,Stephen St. Leger
50647,David Wain
65086,James Watkins
62214,Tim Burton
87428,Sean Anders
59961,Daniel Espinosa
82525,Oliver Stone
80389,Adrian Grunberg
116613,Nick Love
84199,Jon Kasdan
87502,Robert Zemeckis
49527,Asger Leth
86838,Martin McDonagh
78698,Ken Kwapis
86467,Nick Ormerod
103620,Franck Khalfoun
127517,Henry Alex Rubin
98548,Alex Kurtzman
71668,John Gulager
112336,Sacha Gervasi
61012,Michael J. Bassett
64689,Andrew Dominik
77948,Mabrouk El Mechri
133121,Makoto Kamiya
60599,Nicholas Jarecki
68812,Ariel Vromen
77953,Jay Roach
90369,Ol Parker
60747,Dan Bradley
75638,Rodrigo Cortés
76489,Bobby Farrelly
82696,David Frankel
97430,RZA
74387,Michael Dowse
102780,Neil Jordan
72358,Brian Robbins
115290,Jake Newsome
109099,Brian De Palma
